year,score,votes,budget,gross,runtime
1985,7.7,63000,4500000.0,10609.321,97
1985,6.3,91000,30000000.0,50327.96,131
1985,6.9,49000,8000000.0,59612.888,98
1985,4.5,4800,19000000.0,12918.858,115
1985,5.5,63000,3000000.0,29999.213,87
1985,6.3,15000,,24689.703,87
1985,6.2,24000,25000000.0,11603.545,101
1985,7.0,50000,6000000.0,40940.662000000004,91
1985,7.2,75000,31000000.0,227514.20500000002,161
1985,7.1,65000,3500000.0,5000.0,101
1985,6.5,15000,,11528.9,100
1985,6.2,60000,17000000.0,49364.621,95
1985,6.4,45000,22000000.0,60088.98,102
1985,6.2,24000,3000000.0,19444.631,93
1985,5.8,53000,7600000.0,55600.0,87
1985,6.4,33000,44000000.0,21288.692,80
1985,4.8,35000,2200000.0,21930.418,92
1985,7.2,28000,9000000.0,7683.62,111
1985,7.2,59000,900000.0,2023.414,104
1985,6.5,36000,20000000.0,45833.132,102
1985,6.9,13000,10000000.0,25754.284,109
1985,6.6,9200,,3099.497,96
1985,6.0,22000,4500000.0,27398.584,104
1985,6.0,10000,,6326.051,90
1985,6.6,8100,,12993.175000000001,107
1985,6.5,14000,15000000.0,40491.165,108
1985,6.9,45000,40000000.0,12303.411,108
1985,6.1,4400,,9369.329,112
1985,5.5,8900,,19875.74,107
1985,6.1,53000,25000000.0,96773.2,106
1985,5.5,14000,3200000.0,10000.0,94
1985,5.3,7900,,331.81600000000003,82
1985,7.6,31000,,113.164,100
1985,6.5,11000,8000000.0,7562.164,115
1985,7.0,20000,4500000.0,18135.531,95
1985,6.7,6900,20000000.0,42160.849,136
1985,6.5,5900,,8692.426,97
1985,6.4,25000,7000000.0,12361.866,95
1985,7.4,15000,,17009.654,120
1985,6.9,15000,,2455.535,97
1985,6.8,20000,18000000.0,19739.575,109
1985,6.5,2200,2400000.0,16.785,92
1985,4.8,8100,9000000.0,20518.905,92
1985,6.9,14000,24000000.0,18707.466,134
1985,6.7,23000,,26657.534,130
1985,6.8,25000,1000000.0,2123.135,91
1985,8.0,17000,,444.213,114
1985,4.3,3400,750000.0,,97
1985,6.6,6600,,8622.757,90
1985,5.7,16000,,4662.137,85
1985,6.3,12000,,7840.8730000000005,99
1985,8.0,10000,5000000.0,569.996,120
1985,6.2,9300,27000000.0,14202.899,113
1985,6.3,23000,7000000.0,13086.298,94
1985,7.0,5600,13000000.0,30867.525,107
1985,6.9,4100,,6070.794,104
1985,6.5,5700,,1420.355,113
1985,7.0,5600,,9708.373,101
1985,6.5,1800,,19.632,111
1985,6.7,7500,7000000.0,91.666,91
1985,6.2,7000,,10806.919,101
1985,5.9,14000,9000000.0,16116.878,92
1985,5.2,13000,12500000.0,15057.465,100
1985,5.5,14000,1000000.0,10499.694,95
1985,6.9,9600,,24468.55,114
1985,5.7,3100,,393.825,112
1985,6.8,11000,12000000.0,17130.087,131
1985,5.0,6900,3000000.0,7196.872,93
1985,7.0,5500,1250000.0,2492.088,91
1985,6.3,4600,,3852.271,90
1985,7.7,48000,15000000.0,10631.333,82
1985,5.7,15000,16000000.0,8645.411,92
1985,7.6,19000,,8349.284,101
1985,6.0,5500,,4122.7480000000005,94
1985,6.1,1500,,,88
1985,5.3,2200,,3333.306,94
1985,6.1,2900,,199.108,110
1985,4.7,1400,,14100.0,91
1985,5.5,9200,10000000.0,17536.256,107
1985,5.3,6500,28000000.0,358.574,126
1985,7.0,8200,,10179.0,91
1985,6.6,14000,,390.659,104
1985,5.7,3800,,10627.754,90
1985,5.3,4000,,2278.264,91
1985,6.1,2400,,836.1560000000001,106
1985,5.1,3100,,14972.297,95
1985,6.1,7300,7000000.0,20345.361,101
1985,5.7,5300,3000000.0,5.101,83
1985,4.4,3900,,5730.5960000000005,90
1985,7.1,4400,,9085.049,115
1985,4.5,1000,,1878.5610000000001,105
1985,4.8,1400,,5622.787,93
1985,6.3,12000,50000000.0,23717.291,107
1985,6.2,2200,,8630.068,102
1985,6.6,6900,10000000.0,25627.836,98
1985,6.5,2100,,6090.497,88
1985,7.4,2700,,849.915,86
1985,5.7,1900,22000000.0,8489.518,109
1985,5.3,2900,13000000.0,3558.669,118
1985,4.5,1800,,441.137,90
1985,6.2,6100,2000000.0,4116.395,87
1985,6.0,2800,10000000.0,6148.0,121
1985,5.3,2100,22000000.0,5111.099,114
1985,7.5,4300,,7491.903,108
1985,5.3,7900,2410000.0,10755.447,100
1985,5.7,4200,5000000.0,981.817,91
1985,6.1,3800,7000000.0,4349.446,103
1985,6.0,3700,,3594.9970000000003,102
1985,7.8,8800,,69.83200000000001,112
1985,6.5,2900,3000000.0,11052.713,97
1985,7.3,2600,2000000.0,7660.857,100
1985,6.1,2300,,1918.117,99
1985,6.2,3000,,5349.607,107
1985,7.7,2500,,35.336,119
1985,7.8,9000,,34.751,136
1985,5.5,1200,,1304.192,96
1985,6.5,2100,15000000.0,3360.8,100
1985,5.4,993,,2564.2780000000002,98
1985,4.5,1800,,1057.064,88
1985,5.7,5200,2000000.0,22934.622,77
1985,6.4,404,,385.687,104
1985,5.6,1600,,220.038,98
1985,6.5,1000,8000000.0,8402.424,111
1985,6.7,2500,,2174.622,96
1985,6.1,2300,,1256.862,115
1985,6.5,3400,,13677.222,89
1985,5.8,610,,,88
1985,5.4,1200,7000000.0,29.815,109
1985,6.2,511,,421.201,90
1985,4.1,243,7000000.0,618.847,96
1985,6.1,1100,,147.07,93
1985,5.4,1400,,3393.8070000000002,90
1985,7.0,1400,,305.10200000000003,114
1985,6.8,1500,,1215.923,94
1985,6.5,2100,,750.0,96
1985,4.6,1200,,2685.453,98
1985,6.8,1400,,1299.9850000000001,102
1985,5.9,953,,12531.831,99
1985,6.9,1100,,4889.9710000000005,85
1985,6.0,1100,5000000.0,,98
1985,6.6,3400,,2052.466,106
1985,5.1,386,,,97
1985,4.1,434,2000000.0,2864.844,92
1985,7.6,804,,,112
1985,5.2,487,,1381.0910000000001,87
1985,6.9,1300,,,112
1985,5.9,934,,561.548,95
1985,7.5,2800,,2.357,144
1985,5.0,301,,,90
1985,6.7,861,,2507.995,112
1985,4.2,468,,372.438,80
1985,4.7,760,,345.28000000000003,87
1985,6.1,122,,,88
1985,6.9,726,,2156.772,97
1985,6.4,701,,,104
1985,5.3,128,,,83
1985,4.8,134,,,90
1985,5.1,351,,,97
1985,6.6,545,,542.42,119
1985,6.8,214,,,95
1985,6.3,155,,202.428,84
1985,6.9,207,,6565.359,72
1985,6.6,192,,,101
1985,6.5,339,,,130
1985,6.6,91,,,90
1985,4.6,100,,,98
1985,6.9,397,,,110
1985,6.4,166,,,91
1985,5.4,51,,,91
1985,5.6,139,,,88
1986,6.9,306000,15000000.0,357288.178,110
1986,8.3,668000,18500000.0,131060.248,137
1986,8.1,374000,8000000.0,52287.414000000004,89
1986,7.8,330000,6000000.0,70720.215,103
1986,6.6,96000,8800000.0,328203.506,97
1986,7.4,127000,25000000.0,13915.874,101
1986,7.1,127000,16000000.0,5900.712,116
1986,7.3,128000,25000000.0,11100.577000000001,99
1986,6.8,76000,9000000.0,40479.48,97
1986,8.1,389000,6000000.0,138545.632,120
1986,7.7,186000,6000000.0,8618.766,120
1986,7.2,68000,15000000.0,8621.783,120
1986,4.7,44000,37000000.0,37962.774,110
1986,7.6,165000,15000000.0,60629.159,96
1986,7.0,68000,25000000.0,38983.045,94
1986,6.6,28000,25000000.0,14302.779,117
1986,6.1,82000,,115103.979,113
1986,7.0,17000,1900000.0,4600.0,99
1986,6.0,39000,17000000.0,6735.9220000000005,117
1986,6.0,53000,25000000.0,79817.937,94
1986,7.3,81000,25000000.0,109713.132,119
1986,6.7,58000,15000000.0,40697.761,98
1986,5.6,19000,12000000.0,17768.9,125
1986,7.7,104000,,7153.487,130
1986,6.0,15000,2700000.0,3500.0,93
1986,7.0,77000,13800000.0,52293.982,119
1986,7.5,44000,6000000.0,28607.524,114
1986,6.9,41000,15000000.0,42724.017,130
1986,6.9,45000,9000000.0,18564.613,90
1986,5.8,69000,25000000.0,49042.224,87
1986,6.4,34000,18000000.0,41488.348,103
1986,7.4,57000,24500000.0,17502.499,125
1986,6.6,780,,1777.378,93
1986,6.2,13000,,15448.384,110
1986,6.5,70000,25000000.0,39246.734000000004,104
1986,5.5,31000,10000000.0,7433.6630000000005,98
1986,6.9,15000,6000000.0,8200.0,100
1986,6.0,40000,3000000.0,19472.057,86
1986,6.4,54000,10000000.0,54999.651,91
1986,6.6,29000,11000000.0,91258.0,96
1986,7.4,19000,,2016.851,185
1986,6.2,15000,8500000.0,38702.31,113
1986,6.1,32000,2000000.0,13167.232,86
1986,5.6,29000,4700000.0,8025.872,101
1986,5.5,14000,,24159.872,117
1986,6.4,14000,,13431.806,93
1986,6.7,24000,4500000.0,1261.0,85
1986,7.0,30000,4000000.0,2850.707,112
1986,7.0,33000,111000.0,609.939,83
1986,7.3,14000,,5794.184,104
1986,5.4,43000,,43579.163,83
1986,6.8,22000,5000000.0,591.366,88
1986,8.1,26000,,167.292,149
1986,7.2,45000,6000000.0,5844.868,97
1986,6.9,5600,,2015.882,91
1986,6.9,50000,,84542.00200000001,80
1986,5.7,13000,18000000.0,9697.739,107
1986,5.6,32000,8500000.0,16209.459,106
1986,7.9,68000,6400000.0,40084.041,107
1986,7.2,46000,14000000.0,38625.55,74
1986,6.9,27000,13000000.0,71624.879,93
1986,7.3,38000,6000000.0,5860.601000000001,84
1986,6.1,12000,,26285.544,106
1986,4.5,9500,1100000.0,5450.8150000000005,82
1986,7.0,15000,6500000.0,2347.0,111
1986,6.5,5600,,7177.4310000000005,114
1986,6.9,17000,7000000.0,8362.969000000001,114
1986,6.1,10000,20000000.0,25314.189000000002,108
1986,7.1,15000,,5839.031,99
1986,5.4,6200,15000000.0,1953.732,98
1986,6.8,13000,175000.0,7137.502,84
1986,6.5,12000,,38500.726,107
1986,5.8,4700,18000000.0,1305.114,115
1986,5.3,7800,,27820.0,104
1986,7.7,49000,1100000.0,1504.286,107
1986,5.7,26000,19000000.0,40996.665,91
1986,7.3,7500,,58.731,105
1986,5.4,14000,,14481.606,93
1986,4.6,9000,13000000.0,3751.699,99
1986,7.0,11000,,13299.749,76
1986,6.6,5500,,5.478,93
1986,7.2,15000,10500000.0,31853.08,119
1986,5.6,8200,12000000.0,4884.6630000000005,100
1986,7.0,11000,,286.12600000000003,110
1986,6.2,16000,14000000.0,62134.225,103
1986,6.2,15000,5000000.0,12947.763,89
1986,6.5,12000,8500000.0,17685.307,102
1986,6.1,8100,40000000.0,1641.825,121
1986,5.7,7000,14000000.0,12303.904,106
1986,7.1,6300,8500000.0,277.646,136
1986,5.1,5900,15000000.0,12308.521,96
1986,8.0,21000,,3940.542,113
1986,5.7,7400,,916.172,87
1986,5.7,11000,12000000.0,15945.534,88
1986,6.7,18000,10000000.0,20603.715,109
1986,3.9,5600,10000000.0,4711.22,105
1986,5.8,3100,,,117
1986,5.7,5500,13000000.0,8475.466,100
1986,4.8,4100,25000000.0,1579.26,94
1986,6.2,5600,18000000.0,3900.0,117
1986,5.8,6200,,6797.218,98
1986,5.2,976,,,92
1986,5.9,19000,,29844.101000000002,105
1986,6.5,1500,,4636.169,103
1986,6.3,12000,18000000.0,36611.61,111
1986,7.2,6100,,2545.459,89
1986,7.7,10000,,5.274,84
1986,6.0,5100,6000000.0,9947.631,100
1986,5.6,6900,,8988.731,91
1986,8.0,24000,,4940.939,120
1986,5.4,2200,,2510.433,94
1986,6.2,2800,8700000.0,4865.912,109
1986,5.9,5100,3300000.0,4941.117,93
1986,5.9,6600,,32324.557,118
1986,5.7,6600,,320.25600000000003,85
1986,5.7,4500,,7634.909000000001,105
1986,6.4,5400,,5186.646,110
1986,5.5,5400,,6637.5650000000005,100
1986,6.3,3500,,13418.091,89
1986,4.7,790,,2556.361,101
1986,5.7,6900,13000000.0,8033.397,82
1986,7.7,7700,,63.137,99
1986,6.2,6800,10000000.0,21458.229,104
1986,4.9,1900,,4601.256,96
1986,6.0,6800,12000000.0,7817.314,104
1986,5.1,6300,8000000.0,11949.484,105
1986,5.8,1300,,604.849,84
1986,5.7,6600,2000000.0,7369.3730000000005,98
1986,6.6,12000,,1476.356,96
1986,6.0,10000,40000000.0,93151.591,116
1986,5.9,2800,,1720.45,103
1986,6.4,1600,14000000.0,18034.15,97
1986,6.0,4700,,7555.0,106
1986,4.8,1400,,4845.724,102
1986,6.0,6200,15000000.0,25147.055,103
1986,6.4,3800,20000000.0,22905.522,105
1986,5.0,3200,,10090.429,100
1986,7.1,2100,,,85
1986,3.5,2200,,2147.228,96
1986,5.8,1400,,546.904,114
1986,5.6,3200,,930.211,108
1986,4.7,1800,,2750.741,93
1986,5.8,2600,4000000.0,4679.650000000001,104
1986,5.6,1900,17000000.0,2793.214,101
1986,5.8,2600,,14205.021,106
1986,5.1,1800,,,91
1986,5.4,1400,,5099.316,93
1986,5.7,3100,,5715.174,109
1986,3.2,5000,17000000.0,2315.683,97
1986,5.7,2700,16000000.0,3800.0,111
1986,4.7,1400,,6029.8240000000005,90
1986,5.2,1200,,140.98,102
1986,5.6,1900,,4781.448,97
1986,5.7,2800,,,108
1986,5.4,2500,,1131.3990000000001,90
1986,5.9,2300,,278.623,98
1986,7.2,8000,,1915.7920000000001,101
1986,3.2,1100,,78.068,88
1986,5.3,1100,,275.0,100
1986,6.8,3400,18000000.0,11957.943000000001,108
1986,5.4,565,,,89
1986,5.6,454,,277.40500000000003,86
1986,7.3,4900,,837.623,125
1986,7.4,4700,,3272.593,133
1986,5.9,906,10000000.0,4743.287,88
1986,7.2,2800,,,90
1986,5.9,783,,,88
1986,5.6,1600,25000000.0,4007.25,127
1986,6.0,2500,,5958.456,86
1986,4.2,616,,2669.366,102
1986,7.6,2100,,441.863,96
1986,5.2,879,,1943.751,105
1986,5.2,543,,3136.701,97
1986,4.4,1100,10000000.0,6947.787,83
1986,6.0,1400,,4079.895,102
1986,4.6,258,18000000.0,2295.5,105
1986,7.0,2700,,925.952,84
1986,4.9,503,,502.237,104
1986,5.6,1200,,2390.525,95
1986,6.2,2000,,1500.0,100
1986,5.5,2200,,8540.346,76
1986,4.8,153,,601.451,87
1986,4.1,1900,3401376.0,3388.02,95
1986,6.6,937,,416.39300000000003,105
1986,5.7,818,,1254.04,101
1986,7.7,3800,600000.0,,105
1986,7.2,1000,,781.727,89
1986,6.7,377,,,98
1986,5.9,735,,6408.791,110
1986,6.0,367,,583.8000000000001,90
1986,5.0,533,,2497.233,90
1986,5.0,592,1500000.0,,86
1986,6.8,840,,8.736,107
1986,5.3,453,,2995.527,90
1986,5.8,525,2000000.0,1301.121,111
1986,7.2,3100,,512.403,144
1986,5.5,754,,563.3580000000001,107
1986,3.7,922,,,90
1986,4.0,437,,,90
1986,5.9,675,,,102
1987,8.1,402000,16000000.0,30902.642,98
1987,7.3,128000,,32388.898,97
1987,8.3,691000,30000000.0,46357.676,116
1987,7.8,381000,15000000.0,98268.458,107
1987,7.5,240000,13000000.0,53424.681000000004,102
1987,7.0,211000,6000000.0,214577.242,100
1987,6.9,40000,7000000.0,34368.475,102
1987,7.9,289000,25000000.0,76270.454,119
1987,7.1,176000,22700000.0,38119.483,96
1987,7.3,130000,6000000.0,29180.28,94
1987,7.6,243000,15000000.0,120207.12700000001,109
1987,7.0,35000,5000000.0,3369.3070000000002,94
1987,5.9,30000,6000000.0,42721.196,90
1987,5.4,38000,22000000.0,17336.37,106
1987,6.9,79000,14000000.0,320145.693,119
1987,7.0,108000,,14575.193000000001,94
1987,7.7,119000,35000000.0,22238.696,153
1987,7.1,37000,15000000.0,35509.515,114
1987,6.6,65000,22000000.0,63766.51,118
1987,7.1,29000,,18553.948,95
1987,6.7,144000,27000000.0,38122.105,101
1987,6.4,9000,10500000.0,25205.46,102
1987,7.3,83000,17000000.0,17186.348,113
1987,7.1,53000,15000000.0,80642.217,102
1987,3.0,42000,23000000.0,51881.013,89
1987,7.4,147000,15000000.0,43848.069,126
1987,7.3,131000,13000000.0,123922.37,121
1987,6.6,73000,4500000.0,44793.222,96
1987,7.6,128000,30000000.0,49530.28,93
1987,6.8,34000,,31623.833000000002,94
1987,6.9,55000,22000000.0,26713.187,112
1987,6.5,111000,28000000.0,299965.036,100
1987,3.7,44000,17000000.0,15681.02,90
1987,6.5,31000,12000000.0,110996.879,111
1987,7.6,41000,,1628.359,107
1987,7.7,152000,3600000.0,5923.798,84
1987,6.6,18000,,35659.098,97
1987,6.8,56000,27000000.0,25893.81,120
1987,6.7,91000,40000000.0,51186.259,130
1987,5.8,51000,25000000.0,16057.58,93
1987,7.7,97000,,43993.869,163
1987,6.4,19000,,12396.383,98
1987,6.1,50000,11000000.0,167780.96,102
1987,6.9,30000,6500000.0,54215.416000000005,108
1987,5.1,14000,,30063.289,88
1987,7.0,30000,12000000.0,3769.9900000000002,79
1987,6.7,39000,3000000.0,14182.492,102
1987,8.0,67000,,3404.0570000000002,128
1987,7.7,17000,,2642.567,140
1987,7.2,28000,20000000.0,67331.30900000001,133
1987,6.0,32000,10000000.0,49998.613,110
1987,6.1,23000,3500000.0,14000.0,92
1987,5.0,41000,,28061.343,88
1987,6.8,14000,,2488.7400000000002,89
1987,6.1,3300,,174.38,89
1987,5.7,9500,,15151.736,93
1987,6.7,32000,25000000.0,65088.797,106
1987,6.6,42000,12000000.0,40050.884,107
1987,6.0,33000,20000000.0,66673.516,106
1987,6.3,35000,14000000.0,57915.972,88
1987,6.2,10000,,548.696,85
1987,3.4,11000,3000000.0,7888.703,95
1987,6.3,14000,,26712.476,110
1987,7.5,9500,,1083.486,100
1987,6.1,16000,,13539.458,85
1987,5.5,11000,3500000.0,23509.382,92
1987,5.8,2600,,1028.679,90
1987,6.7,24000,,13839.404,110
1987,5.6,9100,10000000.0,,99
1987,7.0,18000,5000000.0,9747.988,97
1987,6.4,5100,8300000.0,12640.385,112
1987,7.2,19000,3000000.0,3221.568,100
1987,5.5,3300,3000000.0,9868.521,93
1987,6.0,21000,18000000.0,39337.581,95
1987,8.0,32000,,4575.613,104
1987,6.5,3600,,124.167,93
1987,7.3,13000,,10021.12,113
1987,6.1,4400,8000000.0,2877.571,106
1987,4.5,11000,55000000.0,14375.181,107
1987,4.8,1300,5000000.0,858.25,110
1987,6.6,24000,,65673.23300000001,117
1987,7.8,19000,,4637.92,103
1987,2.6,7600,1000000.0,1576.615,100
1987,7.5,32000,16000000.0,14792.779,88
1987,7.4,13000,,3731.829,95
1987,6.1,10000,18000000.0,21589.395,108
1987,7.1,11000,6000000.0,3685.862,101
1987,5.0,3600,4000000.0,800.0,87
1987,6.5,2500,,3832.228,96
1987,6.1,6500,13000000.0,18753.438000000002,114
1987,5.4,10000,,7800.0,88
1987,5.4,9100,5000000.0,6880.31,99
1987,7.3,21000,,2585.639,102
1987,7.4,13000,29000000.0,5899.7970000000005,157
1987,5.9,1900,,519.596,92
1987,5.2,3000,5000000.0,6075.793000000001,88
1987,5.3,6600,15000000.0,13290.368,81
1987,5.9,2800,,13110.903,92
1987,6.1,9700,12800000.0,10278.549,106
1987,6.0,5600,,17355.263,85
1987,6.7,8600,27000000.0,7393.3460000000005,143
1987,4.8,9600,17000000.0,7305.209,92
1987,6.6,6400,22000000.0,11307.844000000001,104
1987,7.9,7500,4000000.0,1680.358,135
1987,7.8,10000,,2063.688,157
1987,6.6,9600,14500000.0,18782.4,121
1987,6.6,9200,6000000.0,12423.831,119
1987,7.2,5200,,6804.312,77
1987,4.2,1200,,2700.0,108
1987,5.7,5600,,2683.5190000000002,97
1987,6.4,3500,7000000.0,7019.441,98
1987,6.2,5200,,300.859,90
1987,6.4,3200,13000000.0,4572.845,103
1987,6.5,5000,,4278.15,95
1987,5.7,2600,8000000.0,1988.962,105
1987,4.7,1300,,1749.9560000000001,102
1987,6.1,3900,,873.903,85
1987,5.4,3200,14000000.0,20240.502,97
1987,6.9,1500,,,96
1987,6.2,7600,,52864.741,99
1987,5.2,5700,10500000.0,34377.585,100
1987,5.1,4700,3520000.0,562.187,100
1987,6.6,8000,11000000.0,25411.386000000002,112
1987,5.9,1800,,1733.017,109
1987,5.6,2600,,10489.617,107
1987,5.8,4000,4000000.0,345.704,102
1987,6.8,2700,,3283.832,88
1987,7.1,4500,,370.69800000000004,78
1987,6.4,2900,5000000.0,1119.112,97
1987,5.1,2900,,1930.001,92
1987,6.1,2300,14000000.0,459.824,101
1987,7.3,4400,,1338.198,90
1987,7.3,5700,,1672.9270000000001,105
1987,6.3,9300,11000000.0,19734.94,109
1987,4.9,8200,350000.0,4000.0,90
1987,7.2,2300,,1083.282,116
1987,6.3,4800,6000000.0,1432.6870000000001,107
1987,5.3,1400,4500000.0,406.88100000000003,92
1987,6.2,2000,7500000.0,796.368,97
1987,5.4,4800,9000000.0,5406.879,115
1987,3.8,6400,100000.0,,88
1987,4.0,2100,75000.0,,72
1987,5.1,1600,2000000.0,1083.395,87
1987,4.3,1100,,1149.47,89
1987,5.4,3400,,12046.526,104
1987,5.6,2100,,700.0,97
1987,2.2,7900,24000000.0,4615.255,85
1987,7.6,4300,,824.024,103
1987,6.3,2600,5300000.0,3107.551,107
1987,6.2,2200,,,110
1987,5.8,3500,,4215.849,93
1987,7.0,5200,100000.0,5228.617,78
1987,7.3,7300,,4370.078,83
1987,6.4,5200,,5262.0470000000005,111
1987,6.6,6000,25000000.0,30950.002,116
1987,7.6,2200,,22.039,99
1987,4.8,1400,,,86
1987,5.7,999,,1025.762,90
1987,6.6,3300,5800000.0,,94
1987,5.7,2800,10000000.0,3060.858,92
1987,5.4,2500,,1584.97,98
1987,4.3,3100,,1189.709,95
1987,5.7,2300,1000000.0,210.20000000000002,86
1987,5.3,3200,,20419.446,96
1987,5.7,1200,,316.199,102
1987,6.2,3700,,2413.427,100
1987,5.1,1600,,,92
1987,4.6,1200,,3922.273,90
1987,6.2,1700,,1262.0910000000001,90
1987,6.2,3100,5500000.0,969.205,90
1987,4.7,1100,19000000.0,2228.951,101
1987,5.5,3800,12000000.0,5669.831,83
1987,6.4,1400,19897678.0,1744.164,105
1987,4.5,882,,,89
1987,5.3,997,,1539.0,88
1987,7.3,1000,,1025.228,357
1987,7.4,2000,,213.901,103
1987,7.0,5500,,,119
1987,6.1,512,,169.785,93
1987,6.2,905,7000000.0,999.3820000000001,98
1987,5.4,872,15000000.0,5711.976000000001,105
1987,7.0,2500,,138.608,105
1987,5.9,878,,225.358,112
1987,6.7,1200,,,118
1987,5.9,541,,949.451,125
1987,5.0,2100,,10348.437,86
1987,6.7,3500,,,89
1987,6.5,9300,10000000.0,486.434,83
1987,7.4,3000,,2201.428,118
1987,5.2,4200,,16337.355,103
1987,5.6,1700,,2407.024,91
1987,5.6,771,,901.364,98
1987,5.6,1400,,2189.047,99
1987,5.4,834,4000000.0,743.445,91
1987,6.2,2200,,9518.342,111
1987,4.9,862,,4546.244,91
1987,4.5,697,,285.885,91
1987,5.1,390,10000000.0,989.033,95
1987,7.1,1900,,895.904,134
1987,6.5,639,,1236.848,100
1988,8.2,810000,28000000.0,141603.19700000001,132
1988,7.5,79000,30000000.0,81613.606,126
1988,7.5,270000,15000000.0,74270.07400000001,92
1988,7.3,205000,18000000.0,151927.28100000002,104
1988,8.0,483000,25000000.0,354825.435,133
1988,7.7,15000,7000000.0,2847.9410000000003,116
1988,7.3,117000,4000000.0,13008.928,94
1988,7.3,103000,35000000.0,57269.863,126
1988,5.6,55000,14000000.0,239606.21,108
1988,7.2,92000,3000000.0,1163.969,103
1988,7.1,196000,39000000.0,288752.301,117
1988,7.7,187000,70000000.0,329803.958,104
1988,6.3,27000,6000000.0,12793.213,104
1988,8.0,171000,,2562.351,124
1988,8.5,239000,5000000.0,13019.063,155
1988,7.8,91000,15000000.0,34603.943,128
1988,6.6,91000,9000000.0,44196.684,87
1988,6.1,117000,15000000.0,216614.388,107
1988,7.6,158000,12000000.0,78756.177,85
1988,6.6,41000,24000000.0,43455.23,91
1988,5.9,81000,20000000.0,171504.78100000002,104
1988,8.2,304000,3700000.0,30550.920000000002,86
1988,6.9,57000,13000000.0,45661.556000000004,107
1988,7.5,135000,7500000.0,62493.712,108
1988,6.8,54000,28000000.0,102953.11200000001,113
1988,6.8,79000,1100000.0,11806.119,92
1988,7.5,54000,7000000.0,8865.702,164
1988,6.2,16000,10000000.0,21486.757,104
1988,7.4,82000,12500000.0,84460.846,69
1988,5.8,125000,63000000.0,189015.611,102
1988,7.2,33000,13000000.0,32078.318,111
1988,7.6,66000,14000000.0,34670.72,119
1988,5.4,21000,10000000.0,3916.303,100
1988,7.0,20000,2000000.0,6673.032,92
1988,7.3,43000,13000000.0,8038.508,116
1988,7.1,49000,7000000.0,50888.729,108
1988,7.6,49000,,3975.244,168
1988,7.3,35000,17000000.0,10006.806,171
1988,6.5,34000,19000000.0,8247.943,95
1988,6.7,45000,31000000.0,74151.346,74
1988,5.1,5200,,1547.397,104
1988,6.9,24000,20000000.0,57041.866,123
1988,6.1,67000,29000000.0,34994.648,104
1988,5.7,51000,13000000.0,49369.899,93
1988,6.8,15000,,32632.093,121
1988,7.2,52000,46630000.0,8083.1230000000005,126
1988,6.2,34000,2000000.0,,88
1988,5.9,45000,5000000.0,17768.757,88
1988,6.6,14000,7500000.0,5596.267,96
1988,3.4,12000,13000000.0,6424.112,99
1988,6.0,30000,7500000.0,18869.631,99
1988,7.0,90000,32000000.0,60329.001000000004,101
1988,6.3,42000,31000000.0,37903.295,91
1988,6.6,13000,3000000.0,13030.057,88
1988,6.2,21000,3500000.0,4385.5160000000005,86
1988,7.4,67000,,42039.085,110
1988,5.3,34000,2800000.0,19170.001,88
1988,6.3,19000,8000000.0,22433.275,88
1988,6.5,44000,3000000.0,12090.735,97
1988,6.9,51000,20000000.0,17637.95,120
1988,6.7,25000,6000000.0,46616.067,120
1988,5.4,25000,20000000.0,13854.0,105
1988,6.9,9600,15000000.0,6908.7970000000005,120
1988,5.9,10000,2500000.0,1189.315,93
1988,5.8,8900,17000000.0,8578.231,99
1988,6.0,15000,2000000.0,725.131,103
1988,5.8,19000,6200000.0,9205.924,89
1988,5.9,4000,5000000.0,3569.939,100
1988,7.2,19000,6000000.0,5680.515,119
1988,7.3,17000,,13994.92,103
1988,6.0,15000,1100000.0,671.3820000000001,85
1988,7.6,37000,700000.0,7263.129,88
1988,5.9,12000,20000000.0,16031.707,106
1988,4.6,33000,,19510.371,90
1988,6.1,30000,23000000.0,41292.551,115
1988,6.2,14000,1200000.0,3109.904,90
1988,6.6,15000,20000000.0,51684.798,106
1988,6.4,4000,5000000.0,6957.975,98
1988,5.4,16000,17500000.0,25024.919,116
1988,4.7,17000,10500000.0,14114.488000000001,98
1988,6.2,12000,3000000.0,808.114,95
1988,6.2,20000,19000000.0,25537.221,101
1988,7.0,9000,,13.133000000000001,102
1988,5.9,12000,7500000.0,2983.784,104
1988,3.8,15000,20000000.0,11798.302,98
1988,6.0,6700,6500000.0,14545.844000000001,121
1988,4.6,6300,22000000.0,17550.399,91
1988,5.5,1600,,159.969,96
1988,5.7,24000,15000000.0,21630.088,110
1988,6.5,23000,7000000.0,19595.031,98
1988,5.5,2600,,6264.058,90
1988,6.0,17000,,20324.096,97
1988,6.4,13000,,40150.487,97
1988,6.2,11000,7000000.0,5344.577,113
1988,5.9,14000,,18875.011,97
1988,8.2,29000,,,142
1988,6.1,3500,12000000.0,15855.828,91
1988,6.5,14000,3000000.0,7282.851000000001,97
1988,6.9,17000,23000000.0,19652.638,110
1988,5.4,10000,7000000.0,20256.975000000002,96
1988,5.7,7600,25000000.0,16118.077000000001,107
1988,6.8,12000,15000000.0,29300.09,110
1988,7.3,9100,8000000.0,161.004,111
1988,6.7,6400,4700000.0,1705.1390000000001,113
1988,7.0,25000,22000000.0,61149.479,129
1988,6.3,15000,16000000.0,32155.047000000002,91
